,address,Total,First Ticket Date,Last Ticket Date,Days,Daily Avg,Lat,Lng,zipcode,Traffic Loc Found,Radius,Traffic Address,Date_count,Total Volume,Vol by Direction,Ticket per 1000 AADT
216,3700 W IRVING PARK ROA,6349,4/11/2014,4/27/2018,1478,4.295669824,41.9539501,-87.7206113,60618.0,2.0,500.0,3842 West Irving Park Rd,2006-08-02T07:00:00.000Z,46500.0,East Bound: 23600 / West Bound: 22900,0.18475999243010752
217,3800 W MADISON STREET,12019,3/1/2014,4/27/2018,1519,7.912442396,41.8809781,-87.7210465,60624.0,8.0,500.0,3932 West Madison St,2006-11-15T08:00:00.000Z,19300.0,East Bound: 9600 / West Bound: 9700,0.8199422172020726
218,3809 W BELMONT AVE,5190,5/22/2014,4/27/2018,1437,3.611691023,41.9389206,-87.72242340000001,60618.0,3.0,500.0,3743 West Belmont Ave,2006-10-16T07:00:00.000Z,26200.0,East Bound: 14100 / West Bound: 12100,0.27570160480916034
219,3810 W BELMONT AVE,1245,5/22/2014,4/26/2018,1436,0.866991643,41.9393464,-87.72284530000002,60618.0,3.0,500.0,3743 West Belmont Ave,2006-10-16T07:00:00.000Z,26200.0,East Bound: 14100 / West Bound: 12100,0.06618256816793892
220,3832 W 79TH,12652,3/26/2014,4/27/2018,1494,8.46854083,41.749775,-87.719594,60652.0,3.0,500.0,3900 West 79th St,2006-08-15T07:00:00.000Z,32000.0,East Bound: 15900 / West Bound: 16100,0.529283801875
221,3843 S WESTERN,86879,3/1/2014,4/27/2018,1519,57.19486504,41.823958600000005,-87.6842633,60609.0,3.0,500.0,3636 South Western Ave,2006-10-26T07:00:00.000Z,32200.0,North Bound: 15600 / South Bound: 16600,3.5524760894409937
222,3843 W 111TH,17566,3/3/2014,4/27/2018,1517,11.57943309,41.6912964,-87.71886239999998,60655.0,3.0,500.0,3980 West 111th St,2006-08-22T07:00:00.000Z,20200.0,East Bound: 9700 / West Bound: 10500,1.1464785237623762
223,3851 W 79th,6686,3/26/2014,4/27/2018,1494,4.47523427,41.749270200000005,-87.7185853,60652.0,3.0,500.0,3900 West 79th St,2006-08-15T07:00:00.000Z,32000.0,East Bound: 15900 / West Bound: 16100,0.279702141875
224,3900 S WESTERN BLVD,4449,3/1/2014,5/30/2017,1187,3.748104465,41.822005299999994,-87.68422389999998,60609.0,2.0,500.0,4028 South Western Ave,2006-03-14T08:00:00.000Z,25600.0,North Bound: 12900 / South Bound: 12700,0.29282066132812495
225,400 E 31ST STREET,5504,3/1/2014,4/27/2018,1519,3.623436471,41.8384326,-87.61713410000002,60616.0,3.0,500.0,440 East 31st St,2006-10-12T07:00:00.000Z,16600.0,East Bound: 8200 / West Bound: 8400,0.43655861096385545
226,400 N CENTRAL AVENUE,6872,3/1/2014,4/27/2018,1519,4.524028966,41.8877186,-87.76511020000001,60644.0,6.0,1000.0,643 North Central Ave,2006-10-18T07:00:00.000Z,24800.0,North Bound: 10400 / South Bound: 14400,0.36484104564516134
227,400 N LASALLE,6836,3/1/2014,4/27/2018,1519,4.500329164,41.88977070000001,-87.63292440000001,60654.0,,,,,,,
228,400 S WESTERN AVENUE,44307,3/1/2014,4/27/2018,1519,29.16853193,41.8763792,-87.68637690000001,60612.0,6.0,500.0,721 South Western Ave,2006-03-22T08:00:00.000Z,29500.0,North Bound: 14900 / South Bound: 14600,1.9775275884745762
229,400 W BELMONT AVE,62130,3/1/2014,4/27/2018,1519,40.90190915,41.9401047,-87.63972690000001,60657.0,6.0,1000.0,662 West Belmont Ave,2006-10-16T07:00:00.000Z,20800.0,East Bound: 10000 / West Bound: 10800,3.9328758798076926
230,4000 N ASHLAND AVENUE,3349,3/1/2014,4/27/2018,1519,2.204739961,41.9547539,-87.66890389999998,60613.0,3.0,500.0,4034 North Ashland Ave,2006-08-29T07:00:00.000Z,33400.0,North Bound: 15700 / South Bound: 17700,0.13202035694610778
231,4000 N AUSTIN AVENUE,3796,3/1/2014,4/27/2018,1519,2.4990125080000003,41.9530709,-87.7767741,60634.0,8.0,1000.0,3521 North Austin Ave,2006-10-25T07:00:00.000Z,21700.0,North Bound: 10600 / South Bound: 11100,0.23032373345622123
232,4000 N CENTRAL AVENUE,1969,3/1/2014,4/27/2018,1519,1.296247531,41.9533101,-87.76701,60634.0,6.0,1000.0,4256 North Central Ave,2006-08-23T07:00:00.000Z,24900.0,North Bound: 12600 / South Bound: 12300,0.10411626755020079
233,4000 N CLARK STREET,2805,3/1/2014,4/27/2018,1519,1.846609612,41.9545851,-87.662812,60613.0,9.0,1000.0,3733 North Clark St,2006-07-26T07:00:00.000Z,12600.0,North Bound: 6000 / South Bound: 6600,0.29311263682539684
234,4000 N ELSTON AVENUE,1068,4/17/2014,4/27/2018,1472,0.725543478,41.95383349999999,-87.7193277,60618.0,2.0,500.0,4050 North Elston Ave,2006-08-10T07:00:00.000Z,20200.0,North Bound: 9300 / South Bound: 10900,0.07183598792079209
235,4000 N PULASKI ROAD,2994,3/2/2014,4/27/2018,1518,1.972332016,41.953949200000004,-87.72797440000001,60641.0,2.0,500.0,4059 North Pulaski Rd,2006-09-18T07:00:00.000Z,21100.0,North Bound: 11600 / South Bound: 9500,0.18695090199052133
236,4000 W 55TH ST,2608,3/1/2014,4/27/2018,1519,1.716919026,41.793194899999996,-87.723218,60632.0,16.0,2000.0,4630 West 55th St,2006-09-12T07:00:00.000Z,23300.0,East Bound: 12100 / West Bound: 11200,0.14737502369098712
237,4000 W 63RD ST,3019,3/1/2014,4/27/2018,1519,1.987491771,41.778931,-87.72302499999998,60629.0,2.0,500.0,3933 West 63rd St,2006-08-15T07:00:00.000Z,24000.0,East Bound: 12100 / West Bound: 11900,0.16562431425000002
238,4000 W 79TH STREET,4276,3/1/2014,4/27/2018,1519,2.815009875,41.7495834,-87.7219126,60652.0,3.0,500.0,3900 West 79th St,2006-08-15T07:00:00.000Z,32000.0,East Bound: 15900 / West Bound: 16100,0.1759381171875
239,4000 W ARMITAGE AVENUE,6844,3/1/2014,4/27/2018,1519,4.505595787,41.917433,-87.72679099999998,60639.0,2.0,500.0,4212 West Armitage Ave,2006-11-08T08:00:00.000Z,17700.0,East Bound: 9200 / West Bound: 8500,0.5091068685875706
240,4000 W BELMONT AVE,1793,4/16/2014,4/27/2018,1473,1.21724372,41.9391101,-87.7271849,60641.0,3.0,500.0,3743 West Belmont Ave,2006-10-16T07:00:00.000Z,26200.0,East Bound: 14100 / West Bound: 12100,0.09291936793893128
241,4000 W CERMAK,6950,3/1/2014,4/27/2018,1519,4.575378539,41.8516576,-87.72477789999998,60623.0,3.0,500.0,4042 West Cermak Rd,2006-11-14T08:00:00.000Z,23200.0,East Bound: 12800 / West Bound: 10400,0.3944291843965517
242,4000 W CHICAGO AVENUE,4928,3/1/2014,4/27/2018,1519,3.244239631,41.8955782,-87.7264526,60651.0,7.0,1000.0,3652 West Chicago Ave,2006-11-14T08:00:00.000Z,20000.0,East Bound: 10600 / West Bound: 9400,0.3244239631
243,4000 W DIVERSEY AVENUE,2289,4/4/2014,4/27/2018,1485,1.541414141,41.93235809999999,-87.72781060000001,60647.0,3.0,500.0,3809 West Diversey Ave,2006-08-10T07:00:00.000Z,17700.0,East Bound: 9300 / West Bound: 8400,0.17417108937853107
244,4000 W FOSTER AVE,6247,3/1/2014,4/27/2018,1519,4.112574062,41.9755608,-87.7283131,60630.0,18.0,2000.0,3447 West Foster Ave,2006-08-15T07:00:00.000Z,27500.0,East Bound: 13400 / West Bound: 14100,0.29909629541818183
245,4000 W FULLERTON AVE,5366,3/1/2014,4/27/2018,1519,3.532587228,41.9248026,-87.7271329,60639.0,2.0,500.0,4047 West Fullerton Ave,2006-08-16T07:00:00.000Z,37900.0,East Bound: 21300 / West Bound: 16600,0.18641621255936677
246,4000 W IRVING PARK RD,9515,3/6/2014,4/27/2018,1514,6.284676354,41.953872100000005,-87.727975,60641.0,2.0,500.0,3842 West Irving Park Rd,2006-08-02T07:00:00.000Z,46500.0,East Bound: 23600 / West Bound: 22900,0.2703086603870968
247,4000 W LAWRENCE AVENUE,2099,3/18/2014,4/27/2018,1502,1.39747004,41.9682428,-87.7280186,60625.0,1.0,500.0,3845 West Lawrence Ave,2006-08-10T07:00:00.000Z,23800.0,East Bound: 11500 / West Bound: 12300,0.11743445714285713
248,4000 W MONTROSE AVENUE,344,3/1/2014,3/5/2015,370,0.92972973,41.9611218,-87.7280033,60641.0,3.0,500.0,3758 West Montrose Ave,2006-08-23T07:00:00.000Z,22000.0,East Bound: 11600 / West Bound: 10400,0.08452088454545455
249,4000 W NORTH AVENUE,3249,3/1/2014,4/27/2018,1519,2.138907176,41.9101643,-87.7265736,60639.0,3.0,500.0,3741 West North Ave,2006-10-18T07:00:00.000Z,37300.0,East Bound: 18400 / West Bound: 18900,0.11468671184986595
250,4000 W PETERSON AVENUE,8483,3/1/2014,5/31/2017,1188,7.140572391,41.990414,-87.729196,60646.0,11.0,2000.0,3318 West Peterson Ave,2006-08-22T07:00:00.000Z,38300.0,East Bound: 20300 / West Bound: 18000,0.37287584287206266
251,4000 W ROOSEVELT ROAD,6948,3/1/2014,4/27/2018,1519,4.574061883,41.8661652,-87.7251651,60624.0,1.0,500.0,3915 West Roosevelt Rd,2006-10-19T07:00:00.000Z,23900.0,East Bound: 11200 / West Bound: 12700,0.38276668476987447
252,4040 W 55TH,7326,3/24/2014,4/27/2018,1496,4.897058824,41.793429100000004,-87.72486140000001,60632.0,15.0,2000.0,4630 West 55th St,2006-09-12T07:00:00.000Z,23300.0,East Bound: 12100 / West Bound: 11200,0.42034839690987125
253,4040 W CHICAGO AVE,34351,5/7/2014,4/27/2018,1452,23.6577135,41.895593100000006,-87.72775589999998,60651.0,6.0,1000.0,3652 West Chicago Ave,2006-11-14T08:00:00.000Z,20000.0,East Bound: 10600 / West Bound: 9400,2.3657713499999997
254,4041 W CHICAGO AVE,20169,5/7/2014,4/27/2018,1452,13.89049587,41.8944342,-87.72760720000001,60651.0,7.0,1000.0,3652 West Chicago Ave,2006-11-14T08:00:00.000Z,20000.0,East Bound: 10600 / West Bound: 9400,1.3890495870000001
255,4042 W NORTH AVE,9621,12/23/2015,4/27/2018,857,11.22637106,41.910135200000006,-87.72805190000001,60639.0,10.0,1000.0,3741 West North Ave,2006-10-18T07:00:00.000Z,37300.0,East Bound: 18400 / West Bound: 18900,0.6019501908847185
256,4042 W ROOSEVELT RD,18814,10/23/2014,4/27/2018,1283,14.66406859,41.86641029999999,-87.7266661,60624.0,1.0,500.0,3915 West Roosevelt Rd,2006-10-19T07:00:00.000Z,23900.0,East Bound: 11200 / West Bound: 12700,1.227118710460251
257,4045 W 55TH,1509,3/24/2014,4/27/2018,1496,1.00868984,41.79318869999999,-87.72460389999998,60632.0,15.0,2000.0,4630 West 55th St,2006-09-12T07:00:00.000Z,23300.0,East Bound: 12100 / West Bound: 11200,0.08658281888412017
258,4053 W NORTH AVE,11523,12/23/2015,4/27/2018,857,13.44574096,41.90954620000001,-87.72833990000001,60639.0,10.0,1000.0,3741 West North Ave,2006-10-18T07:00:00.000Z,37300.0,East Bound: 18400 / West Bound: 18900,0.7209512579088472
259,4123 N CENTRAL AVE,17936,5/14/2014,4/27/2018,1445,12.41245675,41.95541799999999,-87.7670833,60634.0,1.0,500.0,4256 North Central Ave,2006-08-23T07:00:00.000Z,24900.0,North Bound: 12600 / South Bound: 12300,0.9969844779116467
260,4124 W FOSTER AVE,168651,3/1/2014,4/27/2018,1519,111.0276498,41.975533500000004,-87.73146329999999,60630.0,18.0,2000.0,3447 West Foster Ave,2006-08-15T07:00:00.000Z,27500.0,East Bound: 13400 / West Bound: 14100,8.074738167272729
261,4200 S CICERO AVENUE,75061,3/1/2014,4/27/2018,1519,49.41474654,41.8193172,-87.7413593,60804.0,1.0,1000.0,4310 South Cicero Ave,2006-10-23T07:00:00.000Z,67200.0,North Bound: 33600 / South Bound: 33600,1.470676980357143
262,4400 N MILWAUKEE AVEN,2574,3/2/2014,4/27/2018,1518,1.695652174,41.9607807,-87.7549614,60630.0,5.0,1000.0,4810 North Milwaukee Ave,2007-01-09T08:00:00.000Z,27600.0,North Bound: 11600 / South Bound: 16000,0.12287334594202898
263,4400 N PULASKI ROAD,369,3/8/2014,3/4/2015,362,1.019337017,41.9610779,-87.7278728,60625.0,3.0,500.0,4445 North Pulaski Rd,2006-10-05T07:00:00.000Z,27300.0,North Bound: 13800 / South Bound: 13500,0.07467670454212454
264,4400 N WESTERN AVENUE,8829,3/15/2014,4/27/2018,1505,5.866445183,41.961448100000005,-87.6890167,60625.0,3.0,500.0,4581 North Western Ave,2006-08-16T07:00:00.000Z,38300.0,North Bound: 16900 / South Bound: 21400,0.3063417850130548
265,4400 W GRAND AVE,6508,3/17/2014,4/27/2018,1503,4.330006653,41.9100314,-87.73617200000002,60639.0,3.0,500.0,4307 West Grand Ave,2006-11-13T08:00:00.000Z,11900.0,East Bound: 6600 / West Bound: 5300,0.7277322105882352
266,4400 W NORTH,8104,4/5/2014,4/28/2018,1485,5.457239057000001,41.9100026,-87.73671039999998,60639.0,3.0,500.0,4517 West North Ave,2006-10-18T07:00:00.000Z,34900.0,East Bound: 16500 / West Bound: 18400,0.31273576257879665
267,4400 W OGDEN AVENUE,12086,3/1/2014,4/27/2018,1519,7.956550362000001,41.8478035,-87.73480049999998,60623.0,8.0,1000.0,4040 West Ogden St,2006-11-15T08:00:00.000Z,20500.0,East Bound: 10200 / West Bound: 10300,0.776248815804878
268,4400 W ROOSEVELT,6898,3/1/2014,4/27/2018,1519,4.54114549,41.866237,-87.73536589999998,60624.0,1.0,500.0,4637 West Roosevelt Rd,2006-10-19T07:00:00.000Z,22600.0,East Bound: 11500 / West Bound: 11100,0.401871282300885
269,4429 N BROADWAY,2974,3/1/2014,4/27/2018,1519,1.957867018,41.9625872,-87.65536,60640.0,7.0,1000.0,4034 North Broadway,2006-08-29T07:00:00.000Z,13000.0,North Bound: 6200 / South Bound: 6800,0.30121031046153846
270,4432 N LINCOLN,2313,3/2/2014,4/26/2018,1517,1.524719842,41.961960299999994,-87.6842032,60625.0,4.0,500.0,4322 North Lincoln Ave,2006-09-18T07:00:00.000Z,14100.0,North Bound: 7100 / South Bound: 7000,0.21627231801418442
271,4433 N WESTERN,27576,3/1/2014,4/27/2018,1519,18.15404872,41.96191779999999,-87.68862709999998,60618.0,3.0,500.0,4581 North Western Ave,2006-08-16T07:00:00.000Z,38300.0,North Bound: 16900 / South Bound: 21400,0.9479921002610966
272,4436 N WESTERN,21462,3/1/2014,4/27/2018,1519,14.12903226,41.962467499999995,-87.68901020000001,60625.0,3.0,500.0,4581 North Western Ave,2006-08-16T07:00:00.000Z,38300.0,North Bound: 16900 / South Bound: 21400,0.7378084731070497
273,4440 W LAWRENCE AVENUE,8097,3/1/2014,4/27/2018,1519,5.330480579,41.96838229999999,-87.7395636,60630.0,1.0,500.0,4245 West Lawrence Ave,2006-08-10T07:00:00.000Z,22600.0,East Bound: 11400 / West Bound: 11200,0.47172394504424775
274,4446 N BROADWAY,2286,3/1/2014,4/27/2018,1519,1.504937459,41.9632361,-87.65642489999998,60640.0,9.0,1000.0,4034 North Broadway,2006-08-29T07:00:00.000Z,13000.0,North Bound: 6200 / South Bound: 6800,0.23152883984615386
275,445 W 127TH,207130,3/1/2014,4/27/2018,1519,136.359447,41.6632623,-87.6332023,60628.0,1.0,500.0,250 West 127th St,2006-08-29T07:00:00.000Z,25700.0,East Bound: 12200 / West Bound: 13500,10.611630116731517
276,449 N COLUMBUS DR,10739,7/1/2014,4/27/2018,1397,7.687186829,41.8899729,-87.6199524,60611.0,121.0,2000.0,249 South Columbus Dr,2006-11-07T08:00:00.000Z,30100.0,North Bound: 13900 / South Bound: 16200,0.510776533488372
277,450 N COLUMBUS DR,25413,7/1/2014,4/27/2018,1397,18.19112384,41.8900935,-87.62105540000002,60611.0,128.0,2000.0,249 South Columbus Dr,2006-11-07T08:00:00.000Z,30100.0,North Bound: 13900 / South Bound: 16200,1.2087125475083056
278,4620 W BELMONT AVE,6432,4/23/2014,4/26/2018,1465,4.390443686,41.93979,-87.742722,60641.0,2.0,500.0,4621 West Belmont Ave,2006-10-16T07:00:00.000Z,25300.0,East Bound: 12500 / West Bound: 12800,0.34707064711462454
279,4674 W PETERSON AVE,10633,4/30/2014,4/27/2018,1459,7.287868402999999,41.99024199999999,-87.74530399999998,60646.0,1.0,500.0,4850 West Peterson Ave,2006-09-21T07:00:00.000Z,42800.0,East Bound: 21200 / West Bound: 21600,0.340554598271028
280,4700 S ASHLAND AVENUE,1192,3/1/2014,3/5/2015,370,3.221621622,41.808335,-87.66591299999997,60609.0,9.0,1000.0,4432 South Ashland Ave,2006-10-11T07:00:00.000Z,39400.0,North Bound: 21100 / South Bound: 18300,0.16353409248730963
281,4700 S CICERO AVE,1941,3/1/2014,4/27/2018,1519,1.277814352,41.807379499999996,-87.7435624,60638.0,2.0,1000.0,4310 South Cicero Ave,2006-10-23T07:00:00.000Z,67200.0,North Bound: 33600 / South Bound: 33600,0.038030189047619053
282,4700 S KEDZIE AVE,4242,3/1/2014,4/26/2018,1518,2.794466403,41.8075419,-87.70527969999998,60632.0,3.0,500.0,4740 South Kedzie Ave,2006-08-22T07:00:00.000Z,34700.0,North Bound: 17400 / South Bound: 17300,0.1610643459942363
283,4700 S WESTERN AVENUE,10841,3/1/2014,4/27/2018,1519,7.136932192000001,41.80826039999999,-87.6848395,60609.0,1.0,500.0,4855 South Western Ave,2006-10-31T08:00:00.000Z,35100.0,North Bound: 17000 / South Bound: 18100,0.40666280296296303
284,4700 W IRVING PARK ROA,10908,3/1/2014,4/27/2018,1519,7.181040157999999,41.953598,-87.745733,60641.0,5.0,1000.0,4240 West Irving Park Rd,2006-08-24T07:00:00.000Z,37100.0,East Bound: 17500 / West Bound: 19600,0.38711806781671154
285,4707 W PETERSON AVE,26283,4/30/2014,4/27/2018,1459,18.01439342,41.9896382,-87.7463166,60646.0,2.0,500.0,4850 West Peterson Ave,2006-09-21T07:00:00.000Z,42800.0,East Bound: 21200 / West Bound: 21600,0.8417940850467289
286,4800 N ASHLAND AVENUE,6527,3/1/2014,4/27/2018,1519,4.296905859,41.969063,-87.6698813,60640.0,8.0,1000.0,5116 North Ashland Ave,2006-08-22T07:00:00.000Z,26700.0,North Bound: 13100 / South Bound: 13600,0.3218656074157303
287,4800 N CICERO AVE,15945,3/1/2014,4/27/2018,1519,10.49703752,41.9680843,-87.7477718,60630.0,6.0,1000.0,5050 North Cicero Ave,2006-08-08T07:00:00.000Z,25900.0,North Bound: 12700 / South Bound: 13200,0.8105820478764478
288,4800 N ELSTON AVENUE,2906,3/1/2014,4/27/2018,1519,1.913100724,41.9681073,-87.7401314,60630.0,4.0,1000.0,4464 North Elston Ave,2006-08-10T07:00:00.000Z,17800.0,North Bound: 9600 / South Bound: 8200,0.21495513752808987
289,4800 N PULASKI ROAD,1288,3/2/2014,4/14/2018,1505,0.855813953,41.9682473,-87.7280188,60630.0,6.0,1000.0,5040 North Pulaski Rd,2006-10-18T07:00:00.000Z,24500.0,North Bound: 11900 / South Bound: 12600,0.06986236351020408
290,4800 N WESTERN AVENUE,3918,3/1/2014,4/27/2018,1519,2.579328506,41.968907200000004,-87.68930870000001,60625.0,3.0,500.0,5017 North Western Ave,2006-08-15T07:00:00.000Z,33100.0,North Bound: 17300 / South Bound: 15800,0.15585066501510575
291,4800 W 47TH ST,11821,3/1/2014,4/27/2018,1519,7.782093483,41.80760919999999,-87.74323260000001,60638.0,1.0,500.0,4706 West 47th St,2006-11-14T08:00:00.000Z,30300.0,East Bound: 14300 / West Bound: 16000,0.5136695368316831
292,4800 W ARMITAGE AVENUE,994,3/1/2014,4/27/2018,1519,0.65437788,41.917040899999996,-87.7464052,60639.0,3.0,500.0,5025 West Armitage Ave,2006-08-10T07:00:00.000Z,9700.0,East Bound: 4200 / West Bound: 5500,0.1349232742268041
293,4800 W CHICAGO AVENUE,4018,3/6/2014,4/27/2018,1514,2.653896962,41.8953175,-87.7461878,60651.0,4.0,1000.0,4444 West Chicago Ave,2006-10-19T07:00:00.000Z,21400.0,East Bound: 9800 / West Bound: 11600,0.24802775345794392
294,4800 W DIVERSEY AVENUE,2012,3/1/2014,4/26/2018,1518,1.325428195,41.9315716,-87.74677179999998,60639.0,2.0,500.0,4632 West Diversey Ave,2006-08-10T07:00:00.000Z,23000.0,East Bound: 11700 / West Bound: 11300,0.11525462565217391
295,4800 W FULLERTON AVE,3469,3/7/2014,4/27/2018,1513,2.29279577,41.924519000000004,-87.74673359999998,60639.0,1.0,500.0,4710 West Fullerton Ave,2006-08-17T07:00:00.000Z,37400.0,East Bound: 19700 / West Bound: 17700,0.12260939946524065
296,4800 W HARRISON STREET,2888,3/1/2014,4/27/2018,1519,1.901250823,41.8731528,-87.74497609999999,60644.0,2.0,500.0,4631 West Harrison St,2006-10-18T07:00:00.000Z,11500.0,East Bound: 7600 / West Bound: 3900,0.33065231704347825
297,4800 W NORTH AVENUE,9580,3/1/2014,4/27/2018,1519,6.306780777,41.909921000000004,-87.74608099999998,60639.0,10.0,1000.0,4517 West North Ave,2006-10-18T07:00:00.000Z,34900.0,East Bound: 16500 / West Bound: 18400,0.3614201018338109
298,4800 W PETERSON AVENUE,1541,3/2/2014,4/24/2018,1515,1.017161716,41.9899503,-87.7483301,60646.0,3.0,500.0,4850 West Peterson Ave,2006-09-21T07:00:00.000Z,42800.0,East Bound: 21200 / West Bound: 21600,0.04753092130841122
299,4831 W LAWRENCE AVE,81054,11/24/2014,4/27/2018,1251,64.79136691,41.9679824,-87.74933879999998,60630.0,1.0,500.0,4825 West Lawrence Ave,2006-08-10T07:00:00.000Z,28900.0,East Bound: 14000 / West Bound: 14900,4.483831620069204
300,4843 W FULLERTON,41338,3/3/2014,4/27/2018,1517,27.2498352,41.92415039999999,-87.7478093,60639.0,1.0,500.0,4710 West Fullerton Ave,2006-08-17T07:00:00.000Z,37400.0,East Bound: 19700 / West Bound: 17700,1.4572104385026738
301,4909 N CICERO AVE,255172,11/1/2014,4/27/2018,1274,200.2919937,41.9705321,-87.74772359999999,60630.0,3.0,500.0,5050 North Cicero Ave,2006-08-08T07:00:00.000Z,25900.0,North Bound: 12700 / South Bound: 13200,15.466563220077221
302,4929 S PULASKI,21363,3/17/2014,4/27/2018,1503,14.21357285,41.8036689,-87.7230355,60632.0,1.0,500.0,4732 South Pulaski Rd,2006-08-15T07:00:00.000Z,45700.0,North Bound: 23900 / South Bound: 21800,0.6220381991247265
303,4932 W FOSTER AVENUE,730,4/11/2014,3/5/2015,329,2.218844985,41.9754594,-87.75164889999998,60630.0,4.0,500.0,4856 West Foster Ave,2006-08-10T07:00:00.000Z,27600.0,East Bound: 12400 / West Bound: 15200,0.16078586847826087
304,4965 S ARCHER,21364,3/17/2014,4/27/2018,1503,14.21423819,41.802737,-87.72273349999998,60632.0,4.0,1000.0,4709 South Archer Ave,2006-03-08T08:00:00.000Z,27800.0,North Bound: 13600 / South Bound: 14200,1.022607064028777
305,500 N COLUMBUS DRIVE,28727,3/1/2014,4/27/2018,1519,18.91178407,41.890996,-87.62030519999998,60611.0,118.0,2000.0,249 South Columbus Dr,2006-11-07T08:00:00.000Z,30100.0,North Bound: 13900 / South Bound: 16200,1.2565969481727572
306,500 W ROOSEVELT ROAD,11346,3/1/2014,4/27/2018,1519,7.469387755,41.867676700000004,-87.6397291,60607.0,2.0,500.0,412 West Roosevelt Rd,2006-04-25T07:00:00.000Z,41300.0,East Bound: 19200 / West Bound: 22100,0.3617136927360775
307,5000 S ARCHER AVE,7190,3/1/2014,4/27/2018,1519,4.733377222,41.8022315,-87.7242177,60632.0,16.0,2000.0,4401 South Archer Ave,2006-08-10T07:00:00.000Z,30500.0,North Bound: 14200 / South Bound: 16300,0.3103853916065573
308,5006 S WESTERN BLVD,1251,2/21/2018,4/27/2018,66,18.95454545,41.8011159,-87.68366859999998,60609.0,2.0,500.0,4855 South Western Ave,2006-10-31T08:00:00.000Z,35100.0,North Bound: 17000 / South Bound: 18100,1.0800310797720798
309,5025 S WESTERN AVE,32274,4/10/2014,4/27/2018,1479,21.82150101,41.80214369999999,-87.6842552,60609.0,2.0,500.0,4855 South Western Ave,2006-10-31T08:00:00.000Z,35100.0,North Bound: 17000 / South Bound: 18100,1.2433903709401708
310,5030 S PULASKI,48407,3/17/2014,4/27/2018,1503,32.20691949,41.80141039999999,-87.7237097,60632.0,1.0,500.0,5231 South Pulaski Rd,2006-08-15T07:00:00.000Z,60400.0,North Bound: 33300 / South Bound: 27100,1.0664542877483443
311,506 S CENTRAL AVE,6718,5/28/2014,4/27/2018,1431,4.694619147,41.87278389999999,-87.764628,60644.0,1.0,500.0,323 South Central Ave,2006-10-18T07:00:00.000Z,26600.0,North Bound: 12800 / South Bound: 13800,0.3529788832330827
312,5075 W MONTROSE AVENUE,4923,3/2/2014,4/27/2018,1518,3.243083004,41.9605402,-87.75435590000001,60641.0,1.0,500.0,4851 West Montrose Ave,2006-08-29T07:00:00.000Z,28100.0,East Bound: 13800 / West Bound: 14300,0.2308244130960854
313,5100 S WESTERN BLVD,801,3/1/2014,3/5/2015,370,2.164864865,41.8004398,-87.6838892,60609.0,6.0,1000.0,4855 South Western Ave,2006-10-31T08:00:00.000Z,35100.0,North Bound: 17000 / South Bound: 18100,0.12335412336182339
314,5120 N PULASKI,53836,3/1/2014,4/27/2018,1519,35.44173799,41.9749734,-87.7282013,60625.0,1.0,500.0,5040 North Pulaski Rd,2006-10-18T07:00:00.000Z,24500.0,North Bound: 11900 / South Bound: 12600,2.89320310122449
315,515 S CENTRAL AVE,7992,5/29/2014,4/27/2018,1430,5.5888111889999985,41.873328,-87.764223,60644.0,2.0,500.0,211 South Central Ave,2006-10-18T07:00:00.000Z,25400.0,North Bound: 10900 / South Bound: 14500,0.4400638731496062
316,5200 N BROADWAY ST,4489,3/1/2014,4/27/2018,1519,2.9552337060000005,41.976457700000005,-87.66009609999998,60640.0,3.0,500.0,5051 North Broadway,2006-08-24T07:00:00.000Z,25000.0,North Bound: 13100 / South Bound: 11900,0.23641869648000005
317,5200 N ELSTON AVENUE,279,3/4/2014,3/2/2015,364,0.766483516,41.9753987,-87.752287,60630.0,4.0,500.0,5217 North Elston Ave,2006-08-10T07:00:00.000Z,18200.0,North Bound: 9400 / South Bound: 8800,0.0842289578021978
318,5200 N NAGLE,7521,3/1/2014,4/27/2018,1519,4.951283739,41.975867,-87.788214,60630.0,1.0,500.0,5205 North Nagle Ave,2006-08-22T07:00:00.000Z,18300.0,North Bound: 9400 / South Bound: 8900,0.5411239059016393
319,5200 N NORTHWEST HWY,361,11/1/2017,4/27/2018,178,2.028089888,41.975211200000004,-87.7684893,60630.0,20.0,2000.0,5659 North Northwest Hwy,2006-08-22T07:00:00.000Z,9900.0,North Bound: 4900 / South Bound: 5000,0.40971512888888884
320,5200 N PULASKI RD,3961,3/1/2014,4/27/2018,1519,2.607636603,41.9755458,-87.7282187,60630.0,1.0,500.0,5040 North Pulaski Rd,2006-10-18T07:00:00.000Z,24500.0,North Bound: 11900 / South Bound: 12600,0.21286829412244898
321,5200 N SHERIDAN ROAD,2094,3/1/2014,4/27/2018,1519,1.3785385119999998,41.97654379999999,-87.6553486,60640.0,6.0,500.0,5333 North Sheridan Ave,2006-10-12T07:00:00.000Z,12500.0,North Bound: 6300 / South Bound: 6200,0.22056616191999995
322,5200 N WESTERN AVE,4127,3/29/2014,4/27/2018,1491,2.767940979,41.97589,-87.6892146,60625.0,2.0,500.0,5017 North Western Ave,2006-08-15T07:00:00.000Z,33100.0,North Bound: 17300 / South Bound: 15800,0.1672471890634441
